company_id,type,rule_id,text,confidence_pct
ICICIBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ICICIBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
ICICIBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
ICICIBANK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
ICICIBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
ICICIBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
ICICIBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
ICICIGI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ICICIGI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
ICICIGI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
ICICIGI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
ICICIGI,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
ICICIPRULI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.84553965244746
ICICIPRULI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
ICICIPRULI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
ICICIPRULI,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
INDIGO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
INDIGO,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.31335512580617
INDIGO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
INDIGO,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDIGO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
INDIGO,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
INDIGO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
INDUSINDBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.49561308335803
INDUSINDBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.55469091544987
INDUSINDBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.07746495394836
INDUSINDBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.895621875417866
INDUSINDBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDUSINDBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
INDUSINDBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
INDUSINDBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
INDUSINDBK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
INFY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70.38311872306937
INFY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
INFY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
INFY,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
INFY,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
IOC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.09908996673164
IOC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
IOC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.11244339814313
IOC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
IOC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
IRCTC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76.7625527760911
IRCTC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.95524410389091
IRCTC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.33255269320843
IRCTC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.16686408659447
IRCTC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
IRCTC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.47351571234393
IRCTC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
IRCTC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
IRCTC,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
IRFC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.06740855567787
IRFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.24502393394037
IRFC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.11244339814313
IRFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
IRFC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
IRFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
IRFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
IRFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
ITC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.94600513053062
ITC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ITC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.0177518132814
ITC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
ITC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
ITC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
ITC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
ITC,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
JINDALSTEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
JINDALSTEL,pro,PRO-FALLBACK,Company reported a positive return on equity of 13.4% in the latest year,65.0
JIOFIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
JIOFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
JIOFIN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
JIOFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.85704335713041
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.32243146979455
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.11244339814313
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
JSWENERGY,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
JSWENERGY,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
JSWENERGY,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.60469505245279
JSWSTEEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
KOTAKBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.38200065626572
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.34407044160125
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
KOTAKBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
KOTAKBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
KOTAKBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,94.5630526613655
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LICI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
LICI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
LICI,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,60.83365645599069
LODHA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
LODHA,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
LODHA,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,65.70967900431044
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.32798083513346
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.775129058601
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
LTIM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
LTIM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.17550991430385
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
M&M,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
MARUTI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
MARUTI,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MOTHERSON,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
MOTHERSON,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.11561008996074
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.036277602523654
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
NAUKRI,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.43852585822143
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
NESTLEIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
NESTLEIND,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84.90656146179401
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
NHPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.82672926202094
NTPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
NTPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
ONGC,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,65.83706354377973
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.68859553263103
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
PFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
PFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
PIDILITIND,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83.95381484969272
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.902076009106025
PNB,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
POWERGRID,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
POWERGRID,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.67245924901727
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
RECLTD,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
RELIANCE,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
RELIANCE,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
RELIANCE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
RELIANCE,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.23161418236754
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
SBILIFE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
SBIN,pro,PRO-FALLBACK-NODATA,"Company is a constituent of the Nifty 100 index, reflecting its scale and market significance",61.0
SBIN,con,CON-FALLBACK-NODATA,Insufficient balance sheet data available to assess key financial ratios for this company,65.0
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
SHREECEM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SHREECEM,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.556070052776754
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.9188743541827
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.49387942502037
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
SHRIRAMFIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
SHRIRAMFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.64385000375562
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
SIEMENS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SIEMENS,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.84289749881436
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.53682964293125
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.45936165164078
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
SUNPHARMA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SUNPHARMA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
SUNPHARMA,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.96086282879563
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,61.599563387728864
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
TATACONSUM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATACONSUM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATAMOTORS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
TATAMOTORS,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.511158201876405
TATAPOWER,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
TATAPOWER,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATASTEEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,95.0
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,86.95366826601182
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.69068839692312
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TCS,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85.0
TECHM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69.49078449805218
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.89716395312024
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.274576296793036
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.50578386760935
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TITAN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TITAN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.3944817300522
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.59145740232785
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.39187954400137
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
TORNTPHARM,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.30691600183056
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
TRENT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
TRENT,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.13578981670916
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
